,state,county,area_sqmi,epl_pov,epl_unemp,epl_pci,epl_nohsdp,spl_theme1,rpl_theme1,epl_age65,epl_age17,epl_disabl,epl_sngpnt,spl_theme2,rpl_theme2,epl_minrty,epl_limeng,spl_theme3,rpl_theme3,epl_munit,epl_mobile,epl_crowd,epl_noveh,epl_groupq,spl_theme4,rpl_theme4,spl_themes,rpl_themes,f_pov,f_unemp,f_pci,f_nohsdp,f_theme1,f_age65,f_age17,f_disabl,f_sngpnt,f_theme2,f_minrty,f_limeng,f_theme3,f_munit,f_mobile,f_crowd,f_noveh,f_groupq,f_theme4,f_total
766,INDIANA,Rush,408.1234843,0.6583,0.4166,0.5943,0.6753,2.3445,0.6194,0.4422,0.545,0.3629,0.5053,1.8554,0.3744,0.0745,0.297,0.3715,0.1579,0.5202,0.155,0.078,0.4435,0.2184,1.4151,0.0799,5.9865,0.2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,INDIANA,Scott,190.3969522,0.5538,0.4876,0.7541,0.7071,2.5026,0.6653,0.3098,0.5915,0.7125,0.4126,2.0264,0.5062,0.0856,0.0707,0.1563,0.049,0.4947,0.7154,0.2203,0.5002,0.3792,2.3098,0.3894,6.9951,0.4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,INDIANA,Shelby,411.1318425,0.2608,0.2745,0.3433,0.4925,1.3711,0.3146,0.3098,0.5715,0.2846,0.5938,1.7597,0.3034,0.2604,0.5113,0.7717,0.3782,0.6332,0.1496,0.4457,0.2114,0.3792,1.8191,0.1929,5.7216,0.2182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,INDIANA,Spencer,396.7675739,0.1497,0.2611,0.2545,0.3384,1.0037,0.2041,0.5521,0.4906,0.4715,0.0939,1.6081,0.2203,0.1254,0.297,0.4224,0.1888,0.3582,0.5046,0.155,0.2248,0.3018,1.5444,0.1073,4.5786,0.0879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,INDIANA,St. Joseph,457.8855313,0.5602,0.4691,0.4182,0.4629,1.9104,0.4825,0.2209,0.695,0.3091,0.7584,1.9834,0.4715,0.6549,0.6718,1.3267,0.7071,0.8988,0.0646,0.4056,0.7584,0.7841,2.9115,0.7157,8.132,0.6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,INDIANA,Starke,309.1440775,0.4513,0.7347,0.7143,0.6988,2.5991,0.6959,0.432,0.6581,0.5005,0.2305,1.8211,0.3486,0.1585,0.4642,0.6227,0.2954,0.3391,0.4059,0.4817,0.2563,0.0255,1.5085,0.0971,6.5514,0.3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,INDIANA,Steuben,308.777083,0.2497,0.2188,0.3484,0.3384,1.1553,0.2519,0.5718,0.2967,0.4142,0.4126,1.6953,0.2642,0.1853,0.5791,0.7644,0.3728,0.6399,0.5568,0.1888,0.32,0.7507,2.4562,0.467,6.0712,0.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,INDIANA,Sullivan,447.1720862,0.3838,0.6207,0.7347,0.4397,2.1789,0.5669,0.3664,0.2254,0.7762,0.7994,2.1674,0.6301,0.277,0.1477,0.4247,0.1913,0.7584,0.6132,0.6049,0.5626,0.9338,3.4729,0.9357,8.2439,0.6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
774,INDIANA,Switzerland,220.6610552,0.792,0.5344,0.7105,0.7383,2.7752,0.7455,0.4422,0.8411,0.6256,0.653,2.5619,0.8733,0.0856,0.297,0.3826,0.1643,0.3725,0.7771,0.8787,0.2563,0.1525,2.4371,0.454,8.1568,0.6271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,INDIANA,Tippecanoe,498.9068893,0.808,0.3838,0.4987,0.2165,1.907,0.4815,0.0331,0.2748,0.1038,0.5412,0.9529,0.0376,0.617,0.717,1.334,0.7106,0.964,0.1258,0.4457,0.7447,0.9089,3.1891,0.8424,7.383,0.493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2
776,INDIANA,Tipton,260.5407026,0.0838,0.1484,0.2529,0.4629,0.948,0.1904,0.6679,0.2748,0.6164,0.1812,1.7403,0.2897,0.1162,0.3582,0.4744,0.2194,0.1035,0.4626,0.2604,0.0443,0.3457,1.2165,0.0452,4.3792,0.0726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,INDIANA,Union,161.1901112,0.121,0.0949,0.6573,0.4473,1.3205,0.2994,0.5021,0.418,0.5517,0.2792,1.751,0.2967,0.0856,0.3582,0.4438,0.2009,0.5081,0.5807,0.2964,0.3012,0.1165,1.8029,0.1869,5.3182,0.1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,INDIANA,Vanderburgh,233.6712238,0.6707,0.3981,0.3554,0.3709,1.7951,0.4471,0.2983,0.3999,0.5005,0.7679,1.9666,0.4597,0.4995,0.4187,0.9182,0.4626,0.9,0.1022,0.3703,0.8026,0.7262,2.9013,0.7096,7.5812,0.5242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
779,INDIANA,Vermillion,256.8641405,0.5287,0.4303,0.578,0.3209,1.8579,0.4672,0.6113,0.4323,0.7638,0.8185,2.6259,0.8991,0.0369,0.1477,0.1846,0.0627,0.6476,0.411,0.7434,0.3381,0.3457,2.4858,0.4817,7.1542,0.4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,INDIANA,Vigo,403.550237,0.7395,0.8232,0.6408,0.4852,2.6887,0.7207,0.2502,0.2748,0.7205,0.7771,2.0226,0.5027,0.4562,0.3582,0.8144,0.4021,0.7943,0.171,0.518,0.8026,0.9023,3.1882,0.8421,8.7139,0.7274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
781,INDIANA,Wabash,412.5341082,0.3573,0.2924,0.5739,0.4712,1.6948,0.4143,0.6851,0.3327,0.3763,0.49,1.8841,0.3964,0.1544,0.227,0.3814,0.1633,0.4801,0.2194,0.2203,0.4677,0.8504,2.2379,0.3543,6.1982,0.2882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,INDIANA,Warren,364.6903063,0.2115,0.2188,0.2844,0.2305,0.9452,0.1895,0.6578,0.4502,0.6074,0.6065,2.3219,0.7459,0.0554,0.1477,0.2031,0.0729,0.1035,0.2248,0.4457,0.0554,0.1525,0.9819,0.0204,4.4521,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,INDIANA,Warrick,384.8142379,0.0672,0.1611,0.0771,0.1223,0.4277,0.0382,0.3566,0.7529,0.184,0.3435,1.637,0.234,0.2518,0.297,0.5488,0.2601,0.6937,0.2346,0.4056,0.121,0.2582,1.7131,0.1605,4.3266,0.0678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,INDIANA,Washington,513.6906229,0.3838,0.6032,0.657,0.6753,2.3193,0.6092,0.3368,0.5915,0.7434,0.6972,2.3689,0.7775,0.0296,0.0707,0.1003,0.0293,0.1188,0.7612,0.2964,0.6565,0.1525,1.9854,0.2486,6.7739,0.3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,INDIANA,Wayne,401.7442044,0.6032,0.5481,0.5586,0.561,2.2709,0.5936,0.5521,0.4642,0.7055,0.8809,2.6027,0.8879,0.3887,0.5113,0.9,0.4495,0.7724,0.1917,0.2604,0.8685,0.7635,2.8565,0.6915,8.6301,0.7105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,INDIANA,Wells,368.0869741,0.1551,0.071,0.4376,0.2607,0.9244,0.1806,0.4616,0.8188,0.2725,0.3961,1.949,0.446,0.1506,0.297,0.4476,0.2028,0.6332,0.3216,0.0322,0.2846,0.4995,1.7711,0.1754,5.0921,0.1439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,INDIANA,White,505.1268191,0.1166,0.2745,0.3994,0.4473,1.2378,0.2752,0.6113,0.6581,0.6074,0.2961,2.1729,0.6332,0.3588,0.7491,1.1079,0.5743,0.1369,0.5648,0.2964,0.1458,0.2184,1.3623,0.0688,5.8809,0.2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,INDIANA,Whitley,335.5815498,0.1392,0.1124,0.2484,0.1442,0.6442,0.0971,0.4091,0.6176,0.4448,0.4712,1.9427,0.4403,0.0914,0.0707,0.1621,0.0544,0.4677,0.2346,0.0567,0.0783,0.2582,1.0955,0.0299,3.8445,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,IOWA,Adair,569.2704077,0.1341,0.1822,0.2551,0.0611,0.6325,0.0936,0.8198,0.3999,0.5969,0.2961,2.1127,0.5864,0.0458,0.0707,0.1165,0.0341,0.3391,0.171,0.043,0.1971,0.5409,1.2911,0.0554,4.1528,0.0538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,IOWA,Adams,423.4327614,0.2803,0.1035,0.3873,0.0659,0.837,0.1513,0.8446,0.3091,0.3091,0.0478,1.5106,0.1726,0.0102,0.1477,0.1579,0.0516,0.2416,0.2146,0.0567,0.1859,0.7335,1.4323,0.085,3.9378,0.0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,IOWA,Allamakee,639.0434608,0.1551,0.0777,0.3914,0.5113,1.1355,0.2449,0.8093,0.5715,0.1369,0.1022,1.6199,0.2273,0.3206,0.7631,1.0837,0.5594,0.6017,0.6336,0.518,0.242,0.5769,2.5722,0.5333,6.4113,0.322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,IOWA,Appanoose,497.2912142,0.5889,0.4876,0.4045,0.2744,1.7554,0.4347,0.8478,0.4502,0.7514,0.1391,2.1885,0.6457,0.0984,0.227,0.3254,0.1305,0.6145,0.3524,0.4817,0.8392,0.2184,2.5062,0.4922,6.7755,0.3783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,IOWA,Audubon,442.9611392,0.201,0.0777,0.308,0.3626,0.9493,0.192,0.9035,0.1773,0.2649,0.2385,1.5842,0.2063,0.0274,0.1477,0.1751,0.0599,0.0691,0.0579,0.0567,0.2248,0.5409,0.9494,0.0159,3.658,0.0226,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
794,IOWA,Benton,716.1019435,0.1392,0.1124,0.1449,0.0755,0.472,0.0494,0.4616,0.6826,0.1302,0.2792,1.5536,0.1936,0.0414,0.227,0.2684,0.1051,0.3391,0.0866,0.1223,0.2563,0.3018,1.1061,0.0318,3.4001,0.0118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,IOWA,Black Hawk,565.8697012,0.5831,0.3299,0.2997,0.2413,1.454,0.3366,0.2502,0.3999,0.1512,0.6972,1.4985,0.1656,0.5422,0.717,1.2592,0.6616,0.9058,0.155,0.2964,0.7001,0.7507,2.808,0.6663,7.0197,0.4264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
796,IOWA,Boone,571.5579887,0.0809,0.2188,0.1841,0.0579,0.5417,0.0672,0.419,0.4502,0.3983,0.2961,1.5636,0.1974,0.1585,0.3582,0.5167,0.2397,0.8313,0.1808,0.4817,0.1108,0.6428,2.2474,0.3598,4.8694,0.1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,IOWA,Bremer,435.4788771,0.0882,0.1484,0.1548,0.0108,0.4022,0.0341,0.6113,0.4642,0.0646,0.1706,1.3107,0.0971,0.1098,0.297,0.4068,0.1783,0.6743,0.0745,0.043,0.092,0.8523,1.7361,0.1678,3.8558,0.0322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,IOWA,Buchanan,571.078052,0.1551,0.1245,0.193,0.0659,0.5385,0.0659,0.419,0.923,0.1449,0.5597,2.0466,0.5256,0.0497,0.0707,0.1204,0.0357,0.4037,0.1977,0.1888,0.4677,0.3457,1.6036,0.1277,4.3091,0.0662,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
799,IOWA,Buena Vista,574.898873,0.3771,0.4691,0.4739,0.9067,2.2268,0.5806,0.1745,0.8529,0.0538,0.8185,1.8997,0.405,0.7982,0.9796,1.7778,0.9312,0.7886,0.1258,0.9666,0.1971,0.8106,2.8887,0.7052,8.793,0.7408,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,3
800,IOWA,Butler,580.1390895,0.1497,0.1611,0.2739,0.1442,0.7289,0.1201,0.8249,0.5715,0.1038,0.1487,1.6489,0.2391,0.0322,0.1477,0.1799,0.0605,0.4037,0.0926,0.0981,0.1108,0.4448,1.15,0.0372,3.7077,0.0236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,IOWA,Calhoun,569.8458619,0.3962,0.0573,0.379,0.071,0.9035,0.1726,0.8478,0.2846,0.2356,0.5775,1.9455,0.4416,0.1544,0.0707,0.2251,0.0831,0.545,0.0484,0.3703,0.2697,0.9048,2.1382,0.3107,5.2123,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
802,IOWA,Carroll,569.436781,0.121,0.0525,0.2264,0.0942,0.4941,0.0554,0.6323,0.774,0.0942,0.3435,1.844,0.3658,0.0057,0.1477,0.1534,0.0465,0.7453,0.0137,0.0322,0.2846,0.4995,1.5753,0.1181,4.0668,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,IOWA,Cass,564.2581327,0.2854,0.071,0.3841,0.4756,1.2161,0.2701,0.8249,0.4502,0.2923,0.3613,1.9287,0.4282,0.0856,0.5492,0.6348,0.2999,0.5931,0.0716,0.0229,0.5294,0.5619,1.7789,0.1799,5.5585,0.1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,IOWA,Cedar,579.4614036,0.0363,0.0949,0.1713,0.0379,0.3404,0.0239,0.5718,0.5578,0.1038,0.0853,1.3187,0.1006,0.0809,0.297,0.3779,0.1611,0.3391,0.2194,0.0981,0.0554,0.4126,1.1246,0.0344,3.1616,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,IOWA,Cerro Gordo,568.2997986,0.2704,0.2611,0.201,0.1165,0.849,0.1535,0.731,0.2748,0.3524,0.6234,1.9816,0.4699,0.313,0.3582,0.6712,0.3187,0.8195,0.079,0.155,0.7112,0.6562,2.4209,0.4454,5.9227,0.2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,IOWA,Cherokee,576.9063385,0.1675,0.0646,0.1475,0.1522,0.5318,0.065,0.8641,0.3629,0.3763,0.5412,2.1445,0.6106,0.2015,0.297,0.4985,0.2311,0.7724,0.0443,0.0322,0.5142,0.7689,2.132,0.3075,5.3068,0.1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,IOWA,Chickasaw,504.3347305,0.0611,0.0433,0.2675,0.1748,0.5467,0.0682,0.6679,0.6049,0.2846,0.0939,1.6513,0.2407,0.0656,0.6718,0.7374,0.3566,0.4575,0.1152,0.043,0.2846,0.3792,1.2795,0.0525,4.2149,0.0599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,IOWA,Clarke,431.1663451,0.4723,0.1484,0.4666,0.4164,1.5037,0.351,0.4527,0.8329,0.32,0.3435,1.9491,0.447,0.4511,0.7848,1.2359,0.6495,0.6145,0.2897,0.7622,0.4846,0.4995,2.6505,0.5762,7.3392,0.4847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,IOWA,Clay,567.2376842,0.3194,0.1946,0.3879,0.0942,0.9961,0.2029,0.7036,0.5304,0.4715,0.5597,2.2652,0.7074,0.2114,0.6905,0.9019,0.4508,0.7918,0.0443,0.3359,0.7338,0.4995,2.4053,0.4358,6.5685,0.3439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,IOWA,Clayton,778.4959155,0.1303,0.0525,0.3439,0.2499,0.7766,0.1318,0.8373,0.3862,0.2846,0.3123,1.8204,0.347,0.0656,0.4642,0.5298,0.2471,0.5571,0.3028,0.4457,0.5294,0.4728,2.3078,0.3881,5.4346,0.1841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,IOWA,Clinton,694.9135758,0.3309,0.3121,0.3771,0.2607,1.2808,0.2857,0.5995,0.5578,0.2846,0.6972,2.1391,0.6052,0.3002,0.1477,0.4479,0.2034,0.8462,0.0866,0.0567,0.7338,0.4448,2.1681,0.3219,6.0359,0.2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,IOWA,Crawford,714.1894316,0.5675,0.7347,0.3309,0.9067,2.5398,0.6796,0.3763,0.8106,0.389,0.6399,2.2158,0.6695,0.7284,0.9707,1.6991,0.9016,0.6145,0.3216,0.8911,0.6565,0.7335,3.2172,0.8583,9.6719,0.8551,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
813,IOWA,Dallas,588.3195078,0.0274,0.071,0.0229,0.0267,0.148,0.0038,0.0481,0.9538,0.008,0.1812,1.1911,0.0684,0.453,0.7052,1.1582,0.6036,0.9424,0.1044,0.4817,0.1108,0.0729,1.7122,0.1595,4.2095,0.0596,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2
814,IOWA,Davis,502.1881652,0.3309,0.1035,0.4841,0.7351,1.6536,0.4032,0.4422,0.965,0.164,0.2216,1.7928,0.3251,0.0274,0.4642,0.4916,0.2289,0.2416,0.2668,0.9777,0.9701,0.2184,2.6746,0.5918,6.6126,0.3503,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,3
815,IOWA,Decatur,531.8814777,0.7723,0.3121,0.7984,0.4397,2.3225,0.6108,0.5995,0.418,0.51,0.4126,1.9401,0.4374,0.2372,0.4187,0.6559,0.3085,0.6937,0.3524,0.6864,0.894,0.929,3.5555,0.9542,8.474,0.6822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
816,IOWA,Delaware,577.6816545,0.1048,0.0646,0.2016,0.2413,0.6123,0.0879,0.5718,0.695,0.1449,0.2385,1.6502,0.2404,0.0296,0.0707,0.1003,0.0293,0.4677,0.2101,0.3703,0.171,0.3018,1.5209,0.0996,3.8837,0.0344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,IOWA,Des Moines,416.1292935,0.5401,0.4691,0.3605,0.2232,1.5929,0.3822,0.6578,0.5578,0.4804,0.9137,2.6097,0.8895,0.4085,0.297,0.7055,0.3365,0.7673,0.2668,0.1223,0.7224,0.4448,2.3236,0.3964,7.2317,0.4653,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
818,IOWA,Dickinson,380.51984,0.0809,0.1035,0.058,0.0169,0.2593,0.0111,0.9166,0.1289,0.4142,0.4518,1.9115,0.4158,0.0707,0.3582,0.4289,0.1929,0.8494,0.411,0.0981,0.3572,0.3018,2.0175,0.263,4.6172,0.0917,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
819,IOWA,Dubuque,608.2990597,0.2943,0.2611,0.2083,0.1681,0.9318,0.1834,0.3763,0.5915,0.1242,0.5597,1.6517,0.2413,0.3095,0.3582,0.6677,0.3171,0.8255,0.1643,0.2604,0.5441,0.7813,2.5756,0.5352,5.8268,0.2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,IOWA,Emmet,395.8813803,0.3194,0.1611,0.2376,0.3069,1.025,0.2096,0.695,0.3091,0.425,0.6832,2.1123,0.5848,0.4104,0.7491,1.1595,0.6046,0.4448,0.171,0.7622,0.2697,0.929,2.5767,0.5374,6.8735,0.3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
821,IOWA,Fayette,730.8296772,0.336,0.1717,0.3678,0.1907,1.0662,0.2252,0.7666,0.3091,0.4142,0.7771,2.267,0.7084,0.1904,0.3582,0.5486,0.2592,0.4317,0.2146,0.1223,0.389,0.7335,1.8911,0.2155,5.7729,0.2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,IOWA,Floyd,500.6318548,0.5602,0.0777,0.3796,0.3996,1.4171,0.3277,0.7755,0.545,0.5365,0.4712,2.3282,0.7498,0.277,0.4642,0.7412,0.3585,0.4801,0.0646,0.3703,0.7498,0.4995,2.1643,0.3206,6.6508,0.3596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,IOWA,Franklin,581.9719639,0.3643,0.2334,0.4076,0.2964,1.3017,0.2936,0.731,0.6291,0.0697,0.7316,2.1614,0.6256,0.4626,0.5791,1.0417,0.5336,0.2416,0.0971,0.0981,0.2248,0.3792,1.0408,0.0252,5.5456,0.1962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,IOWA,Fremont,511.1665247,0.1551,0.2054,0.2758,0.1614,0.7977,0.1382,0.8198,0.4502,0.3091,0.1706,1.7497,0.2945,0.1254,0.0707,0.1961,0.0675,0.0844,0.2455,0.4056,0.1859,0.4995,1.4209,0.0821,4.1644,0.0554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,IOWA,Greene,569.6175146,0.1261,0.4691,0.35,0.0834,1.0286,0.2105,0.7947,0.5915,0.5221,0.3961,2.3044,0.7332,0.1324,0.4187,0.5511,0.2614,0.3725,0.0484,0.4817,0.389,0.3792,1.6708,0.1449,5.5549,0.1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,IOWA,Grundy,501.8545244,0.0303,0.0525,0.0828,0.0611,0.2267,0.0086,0.7036,0.6406,0.0796,0.2216,1.6454,0.2385,0.0245,0.1477,0.1722,0.0589,0.1754,0.0831,0.0981,0.1458,0.2582,0.7606,0.006,2.8049,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,IOWA,Guthrie,590.6197773,0.2551,0.1717,0.3083,0.1347,0.8698,0.1592,0.8138,0.545,0.3091,0.5412,2.2091,0.6641,0.1098,0.4187,0.5285,0.2461,0.39,0.1442,0.2964,0.121,0.3457,1.2973,0.0557,4.9047,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,IOWA,Hamilton,576.7531328,0.1675,0.1245,0.3296,0.0942,0.7158,0.1169,0.6578,0.5915,0.192,0.0939,1.5352,0.1821,0.3636,0.6087,0.9723,0.4951,0.7851,0.1044,0.1888,0.242,0.3018,1.6221,0.1321,4.8454,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,IOWA,Hancock,571.0043362,0.0838,0.0433,0.2777,0.1,0.5048,0.0586,0.7947,0.4756,0.2257,0.1162,1.6122,0.2229,0.2114,0.4642,0.6756,0.3216,0.5931,0.1203,0.0981,0.2846,0.4728,1.5689,0.1162,4.3615,0.0713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,IOWA,Hardin,569.3093585,0.078,0.0395,0.3392,0.2232,0.6799,0.1061,0.7666,0.3505,0.1512,0.1391,1.4074,0.1296,0.277,0.4642,0.7412,0.3585,0.4171,0.1391,0.2203,0.5002,0.8131,2.0898,0.2894,4.9183,0.1242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,IOWA,Harrison,696.8425931,0.1949,0.0306,0.2452,0.2095,0.6802,0.1064,0.5995,0.5715,0.2483,0.3961,1.8154,0.3416,0.0458,0.0707,0.1165,0.0341,0.4801,0.155,0.0981,0.4082,0.4995,1.6409,0.135,4.253,0.0646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,IOWA,Henry,434.2874099,0.2369,0.449,0.4615,0.1283,1.2757,0.2847,0.5021,0.4502,0.3419,0.8682,2.1624,0.6269,0.3922,0.5113,0.9035,0.4518,0.5686,0.2668,0.1223,0.1573,0.8822,1.9972,0.2528,6.3388,0.3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,IOWA,Howard,473.2463175,0.3061,0.0777,0.3204,0.3209,1.0251,0.2099,0.7109,0.8329,0.1038,0.4712,2.1188,0.5915,0.0369,0.1477,0.1846,0.0627,0.4037,0.1105,0.0229,0.7001,0.625,1.8622,0.2066,5.1907,0.1567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,IOWA,Humboldt,434.3704489,0.2943,0.2054,0.2605,0.1831,0.9433,0.1882,0.7249,0.6176,0.2923,0.2665,1.9013,0.4072,0.2015,0.631,0.8325,0.4104,0.5686,0.1105,0.0567,0.4677,0.2184,1.4219,0.0825,5.099,0.1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,IOWA,Ida,431.5075292,0.2175,0.2745,0.1516,0.0942,0.7378,0.121,0.8138,0.6291,0.389,0.1936,2.0255,0.5046,0.0809,0.0,0.0809,0.0201,0.5202,0.0971,0.078,0.5906,0.4448,1.7307,0.1649,4.5749,0.0866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,IOWA,Iowa,586.4548425,0.0882,0.0949,0.1478,0.0799,0.4108,0.0354,0.5021,0.6176,0.2041,0.1812,1.505,0.1694,0.1047,0.227,0.3317,0.1334,0.5931,0.1808,0.155,0.171,0.5409,1.6408,0.1347,3.8883,0.0347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,IOWA,Jackson,636.0343239,0.336,0.2924,0.2952,0.1748,1.0984,0.2334,0.7036,0.4906,0.192,0.653,2.0392,0.5177,0.0856,0.0,0.0856,0.022,0.3725,0.3964,0.0567,0.6425,0.2582,1.7263,0.164,4.9495,0.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,IOWA,Jasper,730.4126589,0.1742,0.3981,0.4038,0.0834,1.0595,0.2213,0.5718,0.5151,0.3524,0.5053,1.9446,0.4409,0.1964,0.1477,0.3441,0.1433,0.8074,0.2248,0.4056,0.389,0.801,2.6278,0.5629,5.976,0.2548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,IOWA,Jefferson,435.5229803,0.4583,0.6968,0.5162,0.1442,1.8155,0.4516,0.7036,0.0996,0.1242,0.3792,1.3066,0.0965,0.5536,0.8325,1.3861,0.7434,0.6991,0.4963,0.0981,0.6829,0.8749,2.8513,0.689,7.3595,0.4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,IOWA,Johnson,612.990987,0.6959,0.1611,0.1041,0.0267,0.9878,0.201,0.0315,0.2254,0.007,0.1936,0.4575,0.006,0.5807,0.8112,1.3919,0.7494,0.9803,0.2248,0.5498,0.6323,0.8309,3.2181,0.8593,6.0553,0.2675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
